1,8/6k1/8/6K1/4B3/8/8/8 b - - 0 83,1/2
1,8/5pk1/8/6p1/3P4/4P1Kr/5P2/8 w - - 0 45,1-0
1,8/5pk1/8/6p1/3P4/4P2K/5P2/8 b - - 0 45,1-0
1,8/5p2/6k1/6p1/3P4/4P2K/5P2/8 w - - 1 46,1-0
1,8/5p2/6k1/6p1/3P2K1/4P3/5P2/8 b - - 2 46,1-0
1,8/8/6k1/5pp1/3P2K1/4P3/5P2/8 w - f6 0 47,1-0
1,8/8/6k1/5pp1/3P4/4PK2/5P2/8 b - - 1 47,1-0
1,8/8/5k2/5pp1/3P4/4PK2/5P2/8 w - - 2 48,1-0
1,8/8/5k2/5pp1/3PP3/5K2/5P2/8 b - - 0 48,1-0
1,8/8/4k3/5pp1/3PP3/5K2/5P2/8 w - - 1 49,1-0
1,8/8/4k3/5Pp1/3P4/5K2/5P2/8 b - - 0 49,1-0
1,8/8/8/5kp1/3P4/5K2/5P2/8 w - - 0 50,1-0
1,8/8/8/5kp1/3P4/4K3/5P2/8 b - - 1 50,1-0
1,8/8/4k3/6p1/3P4/4K3/5P2/8 w - - 2 51,1-0
1,8/8/4k3/6p1/3PK3/8/5P2/8 b - - 3 51,1-0
1,8/8/3k4/6p1/3PK3/8/5P2/8 w - - 4 52,1-0
